yanji full flow-based upscaling results	
21 	
time 	
PVI 	
Water flow rate at index 1 	
  Oil flow rate at index 1 	
Total flow rate at index 1 	
Water flow rate at index N/4 	
  Oil flow rate at index N/4 	
Total flow rate at index N/4 	
Water flow rate at index N/2 	
  Oil flow rate at index N/2 	
Total flow rate at index N/2 	
Water flow rate at index N*3/4 	
  Oil flow rate at index N*3/4 	
Total flow rate at index N*3/4 	
Water flow rate at index N 	
  Oil flow rate at index N 	
Total flow rate at index N 	
Water flow rate at out edge 	
  Oil flow rate at out edge 	
Total flow rate at out edge 	
Total oil recovery at out edge 	
     0.00000000     0.00000000     2.17309725     0.00000000     2.17309725     0.00000000     2.17309725     2.17309725     0.00000000     2.17309725     2.17309725     0.00000000     2.17309725     2.17309725     0.00000000     2.17309725     2.17309725     0.00000000     2.17309725     2.17309725              60.28608334	
    55.47786543     0.00301497     2.17608140     0.00000000     2.17608140     0.00000000     2.17608140     2.17608140     0.00000000     2.17608140     2.17608140     0.00000000     2.17608140     2.17608140     0.00000000     2.17608140     2.17608140     0.00000000     2.17608140     2.17608140             161.25190653	
    74.15971944     0.00403130     2.17720600     0.00000000     2.17720600     0.00000000     2.17720600     2.17720600     0.00000000     2.17720600     2.17720600     0.00000000     2.17720600     2.17720600     0.00000000     2.17720600     2.17720600     0.00000000     2.17720600     2.17720600             195.06100769	
   118.60039311     0.00645123     2.17997507     0.00000000     2.17997507     0.00000281     2.17997226     2.17997507     0.00000000     2.17997507     2.17997507     0.00000000     2.17997507     2.17997507     0.00000000     2.17997507     2.17997507     0.00000000     2.17997507     2.17997507             289.37381589	
   162.85564422     0.00886423     2.18317402     0.00000000     2.18317402     0.00004899     2.18312503     2.18317402     0.00000000     2.18317402     2.18317402     0.00000000     2.18317402     2.18317402     0.00000000     2.18317402     2.18317402     0.00000000     2.18317402     2.18317402             388.05453388	
   193.79134025     0.01055315     2.18565910     0.00000000     2.18565910     0.00016415     2.18549495     2.18565910     0.00000000     2.18565910     2.18565910     0.00000000     2.18565910     2.18565910     0.00000000     2.18565910     2.18565910     0.00000000     2.18565910     2.18565910             456.93913365	
   226.04188250     0.01231591     2.18837761     0.00000000     2.18837761     0.00043735     2.18794026     2.18837761     0.00000000     2.18837761     2.18837761     0.00000000     2.18837761     2.18837761     0.00000000     2.18837761     2.18837761     0.00000000     2.18837761     2.18837761             527.59238142	
   270.61512878     0.01475616     2.19298836     0.00000000     2.19298836     0.00131572     2.19167264     2.19298836     0.00000000     2.19298836     2.19298836     0.00000000     2.19298836     2.19298836     0.00000000     2.19298836     2.19298836     0.00000000     2.19298836     2.19298836             619.62736689	
   297.12581497     0.01621008     2.19591401     0.00000000     2.19591401     0.00233573     2.19357828     2.19591401     0.00000000     2.19591401     2.19591401     0.00000000     2.19591401     2.19591401     0.00000000     2.19591401     2.19591401     0.00000000     2.19591401     2.19591401             676.92198531	
   336.18255608     0.01835562     2.20029198     0.00000000     2.20029198     0.00491752     2.19537446     2.20029198     0.00000000     2.20029198     2.20029198     0.00000000     2.20029198     2.20029198     0.00000000     2.20029198     2.20029198     0.00000000     2.20029198     2.20029198             763.38334332	
   376.67074420     0.02058421     2.20455936     0.00000000     2.20455936     0.00946547     2.19509389     2.20455936     0.00000000     2.20455936     2.20455936     0.00000000     2.20455936     2.20455936     0.00000000     2.20455936     2.20455936     0.00000000     2.20455936     2.20455936             854.37594737	
   405.13932892     0.02215376     2.20750389     0.00000000     2.20750389     0.01412564     2.19337825     2.20750389     0.00000000     2.20750389     2.20750389     0.00000000     2.20750389     2.20750389     0.00000000     2.20750389     2.20750389     0.00000000     2.20750389     2.20750389             918.73937243	
   449.36925918     0.02459641     2.21212989     0.00000000     2.21212989     0.02435147     2.18777842     2.21212989     0.00000000     2.21212989     2.21212989     0.00000000     2.21212989     2.21212989     0.00000000     2.21212989     2.21212989     0.00000000     2.21212989     2.21212989            1015.87389670	
   478.17277573     0.02618987     2.21512752     0.00000000     2.21512752     0.03335177     2.18177575     2.21512752     0.00000052     2.21512700     2.21512752     0.00000000     2.21512752     2.21512752     0.00000000     2.21512752     2.21512752     0.00000000     2.21512752     2.21512752            1079.06608124	
   520.54054500     0.02853772     2.21973903     0.00000000     2.21973903     0.05043711     2.16930193     2.21973903     0.00000153     2.21973751     2.21973903     0.00000000     2.21973903     2.21973903     0.00000000     2.21973903     2.21973903     0.00000000     2.21973903     2.21973903            1172.54791341	
   562.36367686     0.03086027     2.22446842     0.00000000     2.22446842     0.07560797     2.14886045     2.22446842     0.00000653     2.22446189     2.22446842     0.00000000     2.22446842     2.22446842     0.00000000     2.22446842     2.22446842     0.00000000     2.22446842     2.22446842            1265.30478355	
   590.13647059     0.03240531     2.22767204     0.00000000     2.22767204     0.09571575     2.13195630     2.22767204     0.00001254     2.22765950     2.22767204     0.00000000     2.22767204     2.22767204     0.00000000     2.22767204     2.22767204     0.00000000     2.22767204     2.22767204            1327.14130667	
   631.82560604     0.03472886     2.23293137     0.00000000     2.23293137     0.12958447     2.10334690     2.23293137     0.00002889     2.23290247     2.23293137     0.00000000     2.23293137     2.23293137     0.00000000     2.23293137     2.23293137     0.00000000     2.23293137     2.23293137            1420.29305767	
   659.75864626     0.03628879     2.23644310     0.00000000     2.23644310     0.15479392     2.08164919     2.23644310     0.00004830     2.23639480     2.23644310     0.00000000     2.23644310     2.23644310     0.00000000     2.23644310     2.23644310     0.00000000     2.23644310     2.23644310            1482.95520167	
   702.09498166     0.03865779     2.24206567     0.00000000     2.24206567     0.19628269     2.04578299     2.24206567     0.00009775     2.24196793     2.24206567     0.00000000     2.24206567     2.24206567     0.00000000     2.24206567     2.24206567     0.00000000     2.24206567     2.24206567            1578.32090958	
   730.74806202     0.04026454     2.24590733     0.00000000     2.24590733     0.22675150     2.01915583     2.24590733     0.00015296     2.24575437     2.24590733     0.00000000     2.24590733     2.24590733     0.00000000     2.24590733     2.24590733     0.00000000     2.24590733     2.24590733            1643.11246377	
   773.93527256     0.04269144     2.25159305     0.00000000     2.25159305     0.27507797     1.97651508     2.25159305     0.00028950     2.25130355     2.25159305     0.00000000     2.25159305     2.25159305     0.00000000     2.25159305     2.25159305     0.00000000     2.25159305     2.25159305            1738.32884091	
   813.65892339     0.04492920     2.25671113     0.00000000     2.25671113     0.31874337     1.93796776     2.25671113     0.00050101     2.25621012     2.25671113     0.00000000     2.25671113     2.25671113     0.00000000     2.25671113     2.25671113     0.00000000     2.25671113     2.25671113            1825.57977635	
   838.58682265     0.04633607     2.25987138     0.00000000     2.25987138     0.34581726     1.91405412     2.25987138     0.00069783     2.25917355     2.25987138     0.00000000     2.25987138     2.25987138     0.00000000     2.25987138     2.25987138     0.00000000     2.25987138     2.25987138            1880.83311711	
   874.40860685     0.04836119     2.26421514     0.00000000     2.26421514     0.38789555     1.87631959     2.26421514     0.00109877     2.26311637     2.26421514     0.00000000     2.26421514     2.26421514     0.00000000     2.26421514     2.26421514     0.00000000     2.26421514     2.26421514            1960.79249363	
