yanji full flow-based upscaling results	
21 	
time 	
PVI 	
Water flow rate at index 1 	
  Oil flow rate at index 1 	
Total flow rate at index 1 	
Water flow rate at index N/4 	
  Oil flow rate at index N/4 	
Total flow rate at index N/4 	
Water flow rate at index N/2 	
  Oil flow rate at index N/2 	
Total flow rate at index N/2 	
Water flow rate at index N*3/4 	
  Oil flow rate at index N*3/4 	
Total flow rate at index N*3/4 	
Water flow rate at index N 	
  Oil flow rate at index N 	
Total flow rate at index N 	
Water flow rate at out edge 	
  Oil flow rate at out edge 	
Total flow rate at out edge 	
Total oil recovery at out edge 	
     0.00000000     0.00000000     0.46984404     0.00000000     0.46984404     0.00000000     0.46984404     0.46984404     0.00000000     0.46984404     0.46984404     0.00000000     0.46984404     0.46984404     0.00000000     0.46984404     0.46984404     0.00000000     0.46984404     0.46984404              35.80728214	
   228.49685125     0.00268558     0.47071050     0.00000000     0.47071050     0.00000000     0.47071050     0.47071050     0.00000000     0.47071050     0.47071050     0.00000000     0.47071050     0.47071050     0.00000000     0.47071050     0.47071050     0.00000000     0.47071050     0.47071050             134.26510638	
   385.21909693     0.00453067     0.47136209     0.00000000     0.47136209     0.00000096     0.47136113     0.47136209     0.00000000     0.47136209     0.47136209     0.00000000     0.47136209     0.47136209     0.00000000     0.47136209     0.47136209     0.00000000     0.47136209     0.47136209             203.85760809	
   530.63770705     0.00624509     0.47204264     0.00000000     0.47204264     0.00001766     0.47202498     0.47204264     0.00000000     0.47204264     0.47204264     0.00000000     0.47204264     0.47204264     0.00000000     0.47204264     0.47204264     0.00000000     0.47204264     0.47204264             273.55727281	
   686.63089306     0.00808697     0.47284552     0.00000000     0.47284552     0.00009893     0.47274659     0.47284552     0.00000000     0.47284552     0.47284552     0.00000000     0.47284552     0.47284552     0.00000000     0.47284552     0.47284552     0.00000000     0.47284552     0.47284552             349.76134497	
   856.47443506     0.01009608     0.47384368     0.00000000     0.47384368     0.00037432     0.47346936     0.47384368     0.00000000     0.47384368     0.47384368     0.00000000     0.47384368     0.47384368     0.00000000     0.47384368     0.47384368     0.00000000     0.47384368     0.47384368             429.30486601	
  1062.41512077     0.01253825     0.47525915     0.00000000     0.47525915     0.00128297     0.47397618     0.47525915     0.00000000     0.47525915     0.47525915     0.00000000     0.47525915     0.47525915     0.00000000     0.47525915     0.47525915     0.00000000     0.47525915     0.47525915             524.98166566	
  1209.86157214     0.01429155     0.47642520     0.00000000     0.47642520     0.00261226     0.47381294     0.47642520     0.00000000     0.47642520     0.47642520     0.00000000     0.47642520     0.47642520     0.00000000     0.47642520     0.47642520     0.00000000     0.47642520     0.47642520             595.03365481	
  1407.02365138     0.01664321     0.47823752     0.00000000     0.47823752     0.00582677     0.47241075     0.47823752     0.00000075     0.47823677     0.47823752     0.00000000     0.47823752     0.47823752     0.00000000     0.47823752     0.47823752     0.00000000     0.47823752     0.47823752             689.49482861	
  1556.74949375     0.01843496     0.47952781     0.00000000     0.47952781     0.00987727     0.46965054     0.47952781     0.00000263     0.47952518     0.47952781     0.00000000     0.47952781     0.47952781     0.00000000     0.47952781     0.47952781     0.00000000     0.47952781     0.47952781             761.54228219	
  1708.47330241     0.02025561     0.48092238     0.00000000     0.48092238     0.01579324     0.46512914     0.48092238     0.00000778     0.48091460     0.48092238     0.00000000     0.48092238     0.48092238     0.00000000     0.48092238     0.48092238     0.00000000     0.48092238     0.48092238             834.77283352	
