yanji ML-assisted upscaling results	
21 	
time 	
PVI 	
Water flow rate at index 1 	
  Oil flow rate at index 1 	
Total flow rate at index 1 	
Water flow rate at index N/4 	
  Oil flow rate at index N/4 	
Total flow rate at index N/4 	
Water flow rate at index N/2 	
  Oil flow rate at index N/2 	
Total flow rate at index N/2 	
Water flow rate at index N*3/4 	
  Oil flow rate at index N*3/4 	
Total flow rate at index N*3/4 	
Water flow rate at index N 	
  Oil flow rate at index N 	
Total flow rate at index N 	
Water flow rate at out edge 	
  Oil flow rate at out edge 	
Total flow rate at out edge 	
Total oil recovery at out edge 	
     0.00000000     0.00000000     2.39782819     0.00000000     2.39782819     0.00000000     2.39782819     2.39782819     0.00000000     2.39782819     2.39782819     0.00000000     2.39782819     2.39782819     0.00000000     2.39782819     2.39782819     0.00000000     2.39782819     2.39782819              40.27866778	
    33.56933540     0.00201355     2.40342481     0.00000000     2.40342481     0.00000000     2.40342481     2.40342481     0.00000000     2.40342481     2.40342481     0.00000000     2.40342481     2.40342481     0.00000000     2.40342481     2.40342481     0.00000000     2.40342481     2.40342481             108.62098872	
    71.92375530     0.00432018     2.40936850     0.00000000     2.40936850     0.00000324     2.40936526     2.40936850     0.00000000     2.40936850     2.40936850     0.00000000     2.40936850     2.40936850     0.00000000     2.40936850     2.40936850     0.00000000     2.40936850     2.40936850             193.02568490	
   106.76331631     0.00642062     2.41531121     0.00000000     2.41531121     0.00008353     2.41522767     2.41531121     0.00000000     2.41531121     2.41531121     0.00000000     2.41531121     2.41531121     0.00000000     2.41531121     2.41531121     0.00000000     2.41531121     2.41531121             280.13969872	
   137.60961022     0.00828495     2.42270077     0.00000000     2.42270077     0.00042013     2.42228065     2.42270077     0.00000000     2.42270077     2.42270077     0.00000000     2.42270077     2.42270077     0.00000000     2.42270077     2.42270077     0.00000000     2.42270077     2.42270077             359.79274968	
   174.51718246     0.01052339     2.43386064     0.00000000     2.43386064     0.00164390     2.43221674     2.43386064     0.00000000     2.43386064     2.43386064     0.00000000     2.43386064     2.43386064     0.00000000     2.43386064     2.43386064     0.00000000     2.43386064     2.43386064             450.87655844	
   210.83585740     0.01273701     2.44593408     0.00000000     2.44593408     0.00467569     2.44125839     2.44593408     0.00000000     2.44593408     2.44593408     0.00000000     2.44593408     2.44593408     0.00000000     2.44593408     2.44593408     0.00000000     2.44593408     2.44593408             538.46007062	
   234.16822872     0.01416481     2.45284802     0.00000000     2.45284802     0.00821799     2.44463002     2.45284802     0.00000000     2.45284802     2.45284802     0.00000000     2.45284802     2.45284802     0.00000000     2.45284802     2.45284802     0.00000000     2.45284802     2.45284802             593.81971789	
   266.97527421     0.01617908     2.46204259     0.00000000     2.46204259     0.01622278     2.44581981     2.46204259     0.00000744     2.46203515     2.46204259     0.00000000     2.46204259     2.46204259     0.00000000     2.46204259     2.46204259     0.00000000     2.46204259     2.46204259             673.74415864	
   299.54623061     0.01818638     2.47137713     0.00000000     2.47137713     0.02855148     2.44282565     2.47137713     0.00003115     2.47134598     2.47137713     0.00000000     2.47137713     2.47137713     0.00000000     2.47137713     2.47137713     0.00000000     2.47137713     2.47137713             754.79968202	
